,SITE,TRANSECT,REPLICATE,SIZE_MM,NUM_AO,AREA,YEAR,MONTH,DATE,RECORD_ID
10698,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2105
10699,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2106
10700,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2107
10690,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2108
10677,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2109
10676,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2110
10675,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2111
10526,MOHK,1,D,45.0,0,300,2015,8,2015-08-27,2112
10529,MOHK,1,D,45.0,0,300,2015,8,2015-08-27,2113
10532,MOHK,1,D,45.0,0,300,2015,8,2015-08-27,2114
10535,MOHK,1,D,45.0,0,300,2015,8,2015-08-27,2115
10538,MOHK,1,D,45.0,0,300,2015,8,2015-08-27,2116
10541,MOHK,1,D,45.0,0,300,2015,8,2015-08-27,2117
10544,MOHK,1,D,45.0,0,300,2015,8,2015-08-27,2118
10547,MOHK,1,D,45.0,0,300,2015,8,2015-08-27,2119
10550,MOHK,1,D,45.0,0,300,2015,8,2015-08-27,2120
10553,MOHK,1,D,45.0,0,300,2015,8,2015-08-27,2121
10662,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2122
10663,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2123
10664,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2124
10665,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2125
10666,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2126
10667,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2127
10668,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2128
10669,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2129
10670,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2130
10671,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2131
10672,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2132
10673,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2133
10674,MOHK,2,D,45.0,0,300,2015,8,2015-08-27,2134
10520,MOHK,1,D,45.0,0,300,2015,8,2015-08-27,2135
9949,MOHK,2,B,45.0,0,300,2015,8,2015-08-27,2136
9999,MOHK,1,C,50.0,0,300,2015,8,2015-08-27,2137
9947,MOHK,1,C,50.0,0,300,2015,8,2015-08-27,2138
6393,MOHK,1,B,75.0,0,300,2015,8,2015-08-27,2139
9528,MOHK,1,A,45.0,0,300,2015,8,2015-08-27,2140
9529,MOHK,2,C,60.0,0,300,2015,8,2015-08-27,2141
9530,MOHK,3,D,60.0,0,300,2015,8,2015-08-27,2142
9624,MOHK,1,C,60.0,0,300,2015,8,2015-08-27,2143
9948,MOHK,1,D,40.0,0,300,2015,8,2015-08-27,2144
9626,MOHK,2,D,70.0,0,300,2015,8,2015-08-27,2145
5394,MOHK,2,D,82.0,0,300,2015,8,2015-08-27,2146
9664,MOHK,1,C,60.0,0,300,2015,8,2015-08-27,2147
9665,MOHK,2,A,45.0,0,300,2015,8,2015-08-27,2148
9666,MOHK,2,D,70.0,0,300,2015,8,2015-08-27,2149
5393,MOHK,2,D,78.0,0,300,2015,8,2015-08-27,2150
9704,MOHK,1,C,60.0,0,300,2015,8,2015-08-27,2151
9705,MOHK,2,A,45.0,0,300,2015,8,2015-08-27,2152
9706,MOHK,2,D,70.0,0,300,2015,8,2015-08-27,2153
5392,MOHK,2,D,55.0,0,300,2015,8,2015-08-27,2154
9744,MOHK,1,C,60.0,0,300,2015,8,2015-08-27,2155
9745,MOHK,2,A,45.0,0,300,2015,8,2015-08-27,2156
9746,MOHK,2,D,70.0,0,300,2015,8,2015-08-27,2157
6394,MOHK,1,B,85.0,0,300,2015,8,2015-08-27,2158
5391,MOHK,2,D,50.0,0,300,2015,8,2015-08-27,2159
6395,MOHK,1,C,35.0,0,300,2015,8,2015-08-27,2160
6397,MOHK,1,D,30.0,0,300,2015,8,2015-08-27,2161
6411,MOHK,2,D,55.0,0,300,2015,8,2015-08-27,2162
6409,MOHK,2,D,37.0,0,300,2015,8,2015-08-27,2163
6408,MOHK,2,C,45.0,0,300,2015,8,2015-08-27,2164
6407,MOHK,2,C,42.0,0,300,2015,8,2015-08-27,2165
6406,MOHK,2,B,75.0,0,300,2015,8,2015-08-27,2166
9326,MOHK,1,A,45.0,0,300,2015,8,2015-08-27,2167
9327,MOHK,2,C,60.0,0,300,2015,8,2015-08-27,2168
9328,MOHK,3,D,60.0,0,300,2015,8,2015-08-27,2169
6405,MOHK,2,B,72.0,0,300,2015,8,2015-08-27,2170
6404,MOHK,2,B,62.0,0,300,2015,8,2015-08-27,2171
6403,MOHK,2,A,85.0,0,300,2015,8,2015-08-27,2172
6402,MOHK,2,A,75.0,0,300,2015,8,2015-08-27,2173
6401,MOHK,2,A,72.0,1,300,2015,8,2015-08-27,2174
6400,MOHK,1,D,80.0,0,300,2015,8,2015-08-27,2175
6399,MOHK,1,D,73.0,0,300,2015,8,2015-08-27,2176
9427,MOHK,1,A,45.0,0,300,2015,8,2015-08-27,2177
9428,MOHK,2,C,60.0,0,300,2015,8,2015-08-27,2178
9429,MOHK,3,D,60.0,0,300,2015,8,2015-08-27,2179
6398,MOHK,1,D,50.0,0,300,2015,8,2015-08-27,2180
6396,MOHK,1,C,65.0,0,300,2015,8,2015-08-27,2181
9784,MOHK,1,C,60.0,0,300,2015,8,2015-08-27,2182
9625,MOHK,2,A,45.0,0,300,2015,8,2015-08-27,2183
5388,MOHK,2,C,42.0,0,300,2015,8,2015-08-27,2184
9825,MOHK,2,A,45.0,0,300,2015,8,2015-08-27,2185
9826,MOHK,2,D,70.0,0,300,2015,8,2015-08-27,2186
5389,MOHK,2,C,45.0,0,300,2015,8,2015-08-27,2187
9868,MOHK,1,C,45.0,0,300,2015,8,2015-08-27,2188
9869,MOHK,1,C,50.0,0,300,2015,8,2015-08-27,2189
9870,MOHK,1,D,40.0,0,300,2015,8,2015-08-27,2190
9871,MOHK,2,B,45.0,0,300,2015,8,2015-08-27,2191
9920,MOHK,1,C,45.0,0,300,2015,8,2015-08-27,2192
9946,MOHK,1,C,45.0,0,300,2015,8,2015-08-27,2193
5386,MOHK,2,B,72.0,0,300,2015,8,2015-08-27,2194
9924,MOHK,2,D,48.0,0,300,2015,8,2015-08-27,2195
9923,MOHK,2,B,45.0,0,300,2015,8,2015-08-27,2196
9894,MOHK,1,C,45.0,0,300,2015,8,2015-08-27,2197
9895,MOHK,1,C,50.0,0,300,2015,8,2015-08-27,2198
9922,MOHK,1,D,40.0,0,300,2015,8,2015-08-27,2199
9896,MOHK,1,D,40.0,0,300,2015,8,2015-08-27,2200
9897,MOHK,2,B,45.0,0,300,2015,8,2015-08-27,2201
9898,MOHK,2,D,48.0,0,300,2015,8,2015-08-27,2202
5387,MOHK,2,B,75.0,0,300,2015,8,2015-08-27,2203
9824,MOHK,1,C,60.0,0,300,2015,8,2015-08-27,2204
5390,MOHK,2,D,37.0,0,300,2015,8,2015-08-27,2205
9872,MOHK,2,D,48.0,0,300,2015,8,2015-08-27,2206
9785,MOHK,2,A,45.0,0,300,2015,8,2015-08-27,2207
9786,MOHK,2,D,70.0,0,300,2015,8,2015-08-27,2208
9921,MOHK,1,C,50.0,0,300,2015,8,2015-08-27,2209
6416,CARP,2,C,40.0,0,300,2015,8,2015-08-28,2210
1418,CARP,9,B,100.0,0,300,2015,8,2015-08-28,2211
1417,CARP,9,B,80.0,0,300,2015,8,2015-08-28,2212
1416,CARP,9,B,78.0,0,300,2015,8,2015-08-28,2213
1415,CARP,9,B,75.0,0,300,2015,8,2015-08-28,2214
1414,CARP,9,B,70.0,0,300,2015,8,2015-08-28,2215
1413,CARP,9,B,65.0,0,300,2015,8,2015-08-28,2216
1358,CARP,2,A,79.0,0,300,2015,8,2015-08-28,2217
1405,CARP,8,A,90.0,0,300,2015,8,2015-08-28,2218
7676,CARP,9,B,60.0,0,300,2015,8,2015-08-28,2219
1364,CARP,3,A,,0,300,2015,8,2015-08-28,2220
1363,CARP,2,D,75.0,0,300,2015,8,2015-08-28,2221
1362,CARP,2,C,90.0,0,300,2015,8,2015-08-28,2222
1361,CARP,2,C,70.0,0,300,2015,8,2015-08-28,2223
1360,CARP,2,C,35.0,0,300,2015,8,2015-08-28,2224
1359,CARP,2,B,,0,300,2015,8,2015-08-28,2225
1419,CARP,9,C,,0,300,2015,8,2015-08-28,2226
6417,CARP,2,C,85.0,0,300,2015,8,2015-08-28,2227
1420,CARP,9,D,65.0,0,300,2015,8,2015-08-28,2228
6418,CARP,3,C,75.0,0,300,2015,8,2015-08-28,2229
6415,CARP,1,C,80.0,0,300,2015,8,2015-08-28,2230
6414,CARP,1,C,70.0,0,300,2015,8,2015-08-28,2231
1400,CARP,7,C,82.0,0,300,2015,8,2015-08-28,2232
1401,CARP,7,C,85.0,0,300,2015,8,2015-08-28,2233
1402,CARP,7,D,,0,300,2015,8,2015-08-28,2234
6419,CARP,7,C,80.0,0,300,2015,8,2015-08-28,2235
1399,CARP,7,C,50.0,1,300,2015,8,2015-08-28,2236
1398,CARP,7,B,82.0,0,300,2015,8,2015-08-28,2237
1397,CARP,7,A,50.0,0,300,2015,8,2015-08-28,2238
1396,CARP,6,D,73.0,0,300,2015,8,2015-08-28,2239
1395,CARP,6,D,69.0,0,300,2015,8,2015-08-28,2240
1394,CARP,6,C,,0,300,2015,8,2015-08-28,2241
1393,CARP,6,B,,0,300,2015,8,2015-08-28,2242
1403,CARP,8,A,65.0,0,300,2015,8,2015-08-28,2243
1404,CARP,8,A,85.0,0,300,2015,8,2015-08-28,2244
6421,CARP,9,D,70.0,0,300,2015,8,2015-08-28,2245
6420,CARP,8,A,87.0,0,300,2015,8,2015-08-28,2246
1388,CARP,6,A,75.0,0,300,2015,8,2015-08-28,2247
1389,CARP,6,A,85.0,0,300,2015,8,2015-08-28,2248
1407,CARP,8,C,,0,300,2015,8,2015-08-28,2249
1408,CARP,8,D,,0,300,2015,8,2015-08-28,2250
1392,CARP,6,A,105.0,0,300,2015,8,2015-08-28,2251
1391,CARP,6,A,89.0,0,300,2015,8,2015-08-28,2252
7317,CARP,9,B,60.0,0,300,2015,8,2015-08-28,2253
1412,CARP,9,B,55.0,0,300,2015,8,2015-08-28,2254
1411,CARP,9,B,40.0,0,300,2015,8,2015-08-28,2255
1410,CARP,9,A,60.0,0,300,2015,8,2015-08-28,2256
1406,CARP,8,B,79.0,0,300,2015,8,2015-08-28,2257
1409,CARP,9,A,55.0,0,300,2015,8,2015-08-28,2258
1380,CARP,5,A,70.0,0,300,2015,8,2015-08-28,2259
1381,CARP,5,B,64.0,0,300,2015,8,2015-08-28,2260
1382,CARP,5,B,82.0,0,300,2015,8,2015-08-28,2261
1383,CARP,5,B,86.0,0,300,2015,8,2015-08-28,2262
1384,CARP,5,C,75.0,0,300,2015,8,2015-08-28,2263
1385,CARP,5,D,78.0,0,300,2015,8,2015-08-28,2264
1386,CARP,6,A,70.0,0,300,2015,8,2015-08-28,2265
1387,CARP,6,A,74.0,0,300,2015,8,2015-08-28,2266
1379,CARP,5,A,65.0,0,300,2015,8,2015-08-28,2267
5402,CARP,9,D,70.0,0,300,2015,8,2015-08-28,2268
5395,CARP,1,C,70.0,0,300,2015,8,2015-08-28,2269
5397,CARP,2,C,40.0,0,300,2015,8,2015-08-28,2270
1365,CARP,3,B,,0,300,2015,8,2015-08-28,2271
1366,CARP,3,C,50.0,0,300,2015,8,2015-08-28,2272
1367,CARP,3,C,65.0,0,300,2015,8,2015-08-28,2273
1368,CARP,3,C,70.0,0,300,2015,8,2015-08-28,2274
1369,CARP,3,C,85.0,0,300,2015,8,2015-08-28,2275
1370,CARP,3,C,95.0,0,300,2015,8,2015-08-28,2276
1371,CARP,3,D,75.0,0,300,2015,8,2015-08-28,2277
1372,CARP,4,A,61.0,0,300,2015,8,2015-08-28,2278
5396,CARP,1,C,80.0,0,300,2015,8,2015-08-28,2279
1373,CARP,4,A,109.0,0,300,2015,8,2015-08-28,2280
1375,CARP,4,C,,0,300,2015,8,2015-08-28,2281
1376,CARP,4,D,,0,300,2015,8,2015-08-28,2282
1377,CARP,5,A,55.0,0,300,2015,8,2015-08-28,2283
1378,CARP,5,A,60.0,0,300,2015,8,2015-08-28,2284
5401,CARP,8,A,87.0,0,300,2015,8,2015-08-28,2285
5400,CARP,7,C,80.0,0,300,2015,8,2015-08-28,2286
5399,CARP,3,C,75.0,0,300,2015,8,2015-08-28,2287
5398,CARP,2,C,85.0,0,300,2015,8,2015-08-28,2288
1374,CARP,4,B,,0,300,2015,8,2015-08-28,2289
1357,CARP,2,A,70.0,0,300,2015,8,2015-08-28,2290
1390,CARP,6,A,87.0,0,300,2015,8,2015-08-28,2291
1355,CARP,2,A,60.0,0,300,2015,8,2015-08-28,2292
1356,CARP,2,A,65.0,0,300,2015,8,2015-08-28,2293
8952,CARP,7,C,70.0,0,300,2015,8,2015-08-28,2294
9430,CARP,7,C,60.0,0,300,2015,8,2015-08-28,2295
9329,CARP,7,C,60.0,0,300,2015,8,2015-08-28,2296
9228,CARP,7,C,60.0,0,300,2015,8,2015-08-28,2297
9127,CARP,7,C,60.0,0,300,2015,8,2015-08-28,2298
8562,CARP,7,C,70.0,0,300,2015,8,2015-08-28,2299
8035,CARP,9,B,60.0,0,300,2015,8,2015-08-28,2300
1346,CARP,1,A,35.0,0,300,2015,8,2015-08-28,2301
1347,CARP,1,A,45.0,0,300,2015,8,2015-08-28,2302
1348,CARP,1,B,50.0,0,300,2015,8,2015-08-28,2303
9531,CARP,7,C,60.0,0,300,2015,8,2015-08-28,2304
8367,CARP,7,C,70.0,0,300,2015,8,2015-08-28,2305
8757,CARP,7,C,70.0,0,300,2015,8,2015-08-28,2306
1349,CARP,1,B,73.0,0,300,2015,8,2015-08-28,2307
1350,CARP,1,B,74.0,0,300,2015,8,2015-08-28,2308
1351,CARP,1,B,76.0,0,300,2015,8,2015-08-28,2309
1352,CARP,1,C,60.0,0,300,2015,8,2015-08-28,2310
1353,CARP,1,C,85.0,0,300,2015,8,2015-08-28,2311
1354,CARP,1,D,,0,300,2015,8,2015-08-28,2312
1476,IVEE,4,C,88.0,0,300,2016,8,2016-08-22,2313
1477,IVEE,4,C,108.0,0,300,2016,8,2016-08-22,2314
1480,IVEE,4,D,90.0,0,300,2016,8,2016-08-22,2315
1474,IVEE,4,C,77.0,0,300,2016,8,2016-08-22,2316
1473,IVEE,4,C,76.0,0,300,2016,8,2016-08-22,2317
1472,IVEE,4,C,70.0,0,300,2016,8,2016-08-22,2318
1478,IVEE,4,D,76.0,0,300,2016,8,2016-08-22,2319
1479,IVEE,4,D,80.0,0,300,2016,8,2016-08-22,2320
1475,IVEE,4,C,84.0,0,300,2016,8,2016-08-22,2321
1493,IVEE,5,A,87.0,0,300,2016,8,2016-08-22,2322
1481,IVEE,5,A,55.0,0,300,2016,8,2016-08-22,2323
1497,IVEE,5,B,82.0,0,300,2016,8,2016-08-22,2324
1492,IVEE,5,A,84.0,0,300,2016,8,2016-08-22,2325
1491,IVEE,5,A,81.0,0,300,2016,8,2016-08-22,2326
1490,IVEE,5,A,80.0,0,300,2016,8,2016-08-22,2327
1489,IVEE,5,A,76.0,0,300,2016,8,2016-08-22,2328
1488,IVEE,5,A,75.0,0,300,2016,8,2016-08-22,2329
1487,IVEE,5,A,72.0,1,300,2016,8,2016-08-22,2330
1498,IVEE,5,B,85.0,0,300,2016,8,2016-08-22,2331
1486,IVEE,5,A,68.0,0,300,2016,8,2016-08-22,2332
1484,IVEE,5,A,62.0,0,300,2016,8,2016-08-22,2333
1471,IVEE,4,C,60.0,0,300,2016,8,2016-08-22,2334
1482,IVEE,5,A,59.0,0,300,2016,8,2016-08-22,2335
1494,IVEE,5,B,60.0,0,300,2016,8,2016-08-22,2336
1495,IVEE,5,B,65.0,0,300,2016,8,2016-08-22,2337
1496,IVEE,5,B,76.0,0,300,2016,8,2016-08-22,2338
1485,IVEE,5,A,65.0,0,300,2016,8,2016-08-22,2339
1483,IVEE,5,A,60.0,0,300,2016,8,2016-08-22,2340
1463,IVEE,4,B,79.0,1,300,2016,8,2016-08-22,2341
1469,IVEE,4,B,94.0,0,300,2016,8,2016-08-22,2342
1459,IVEE,4,B,72.0,0,300,2016,8,2016-08-22,2343
1460,IVEE,4,B,73.0,0,300,2016,8,2016-08-22,2344
6442,IVEE,6,D,85.0,0,300,2016,8,2016-08-22,2345
6441,IVEE,6,C,60.0,0,300,2016,8,2016-08-22,2346
6440,IVEE,6,B,80.0,0,300,2016,8,2016-08-22,2347
6439,IVEE,6,B,78.0,0,300,2016,8,2016-08-22,2348
6438,IVEE,6,B,75.0,0,300,2016,8,2016-08-22,2349
6437,IVEE,6,B,70.0,0,300,2016,8,2016-08-22,2350
6436,IVEE,6,B,65.0,0,300,2016,8,2016-08-22,2351
6435,IVEE,6,A,80.0,0,300,2016,8,2016-08-22,2352
6434,IVEE,5,C,58.0,0,300,2016,8,2016-08-22,2353
6433,IVEE,5,A,85.0,0,300,2016,8,2016-08-22,2354
6432,IVEE,5,A,73.0,0,300,2016,8,2016-08-22,2355
6431,IVEE,5,A,70.0,1,300,2016,8,2016-08-22,2356
6430,IVEE,5,A,50.0,1,300,2016,8,2016-08-22,2357
6429,IVEE,5,A,48.0,0,300,2016,8,2016-08-22,2358
6428,IVEE,4,C,80.0,0,300,2016,8,2016-08-22,2359
1468,IVEE,4,B,92.0,0,300,2016,8,2016-08-22,2360
1467,IVEE,4,B,88.0,0,300,2016,8,2016-08-22,2361
1466,IVEE,4,B,85.0,0,300,2016,8,2016-08-22,2362
1465,IVEE,4,B,84.0,0,300,2016,8,2016-08-22,2363
1464,IVEE,4,B,82.0,0,300,2016,8,2016-08-22,2364
1499,IVEE,5,B,90.0,0,300,2016,8,2016-08-22,2365
1470,IVEE,4,B,104.0,0,300,2016,8,2016-08-22,2366
1462,IVEE,4,B,78.0,0,300,2016,8,2016-08-22,2367
6422,IVEE,3,A,50.0,0,300,2016,8,2016-08-22,2368
6423,IVEE,3,A,65.0,0,300,2016,8,2016-08-22,2369
6424,IVEE,3,A,72.0,0,300,2016,8,2016-08-22,2370
6425,IVEE,3,B,68.0,0,300,2016,8,2016-08-22,2371
6426,IVEE,3,B,72.0,0,300,2016,8,2016-08-22,2372
6427,IVEE,3,B,85.0,0,300,2016,8,2016-08-22,2373
1461,IVEE,4,B,75.0,0,300,2016,8,2016-08-22,2374
1500,IVEE,5,B,95.0,0,300,2016,8,2016-08-22,2375
1508,IVEE,5,C,50.0,0,300,2016,8,2016-08-22,2376
1502,IVEE,5,B,102.0,0,300,2016,8,2016-08-22,2377
1540,IVEE,8,B,,0,300,2016,8,2016-08-22,2378
1541,IVEE,8,C,65.0,0,300,2016,8,2016-08-22,2379
1542,IVEE,8,D,,0,300,2016,8,2016-08-22,2380
5423,IVEE,6,D,85.0,0,300,2016,8,2016-08-22,2381
5422,IVEE,6,C,60.0,0,300,2016,8,2016-08-22,2382
5421,IVEE,6,B,80.0,0,300,2016,8,2016-08-22,2383
5420,IVEE,6,B,78.0,0,300,2016,8,2016-08-22,2384
5419,IVEE,6,B,75.0,0,300,2016,8,2016-08-22,2385
5418,IVEE,6,B,70.0,0,300,2016,8,2016-08-22,2386
5417,IVEE,6,B,65.0,0,300,2016,8,2016-08-22,2387
5416,IVEE,6,A,80.0,0,300,2016,8,2016-08-22,2388
5415,IVEE,5,C,58.0,0,300,2016,8,2016-08-22,2389
5414,IVEE,5,A,85.0,0,300,2016,8,2016-08-22,2390
5413,IVEE,5,A,73.0,0,300,2016,8,2016-08-22,2391
5412,IVEE,5,A,70.0,1,300,2016,8,2016-08-22,2392
5411,IVEE,5,A,50.0,1,300,2016,8,2016-08-22,2393
5410,IVEE,5,A,48.0,0,300,2016,8,2016-08-22,2394
10029,IVEE,6,A,65.0,0,300,2016,8,2016-08-22,2395
10003,IVEE,6,A,65.0,0,300,2016,8,2016-08-22,2396
9977,IVEE,6,A,65.0,0,300,2016,8,2016-08-22,2397
9951,IVEE,6,A,65.0,0,300,2016,8,2016-08-22,2398
9925,IVEE,6,A,65.0,0,300,2016,8,2016-08-22,2399
9899,IVEE,6,A,65.0,0,300,2016,8,2016-08-22,2400
1539,IVEE,8,A,65.0,0,300,2016,8,2016-08-22,2401
9873,IVEE,6,A,65.0,0,300,2016,8,2016-08-22,2402
5404,IVEE,3,A,65.0,0,300,2016,8,2016-08-22,2403
5405,IVEE,3,A,72.0,0,300,2016,8,2016-08-22,2404
5406,IVEE,3,B,68.0,0,300,2016,8,2016-08-22,2405
5407,IVEE,3,B,72.0,0,300,2016,8,2016-08-22,2406
5408,IVEE,3,B,85.0,0,300,2016,8,2016-08-22,2407
5409,IVEE,4,C,80.0,0,300,2016,8,2016-08-22,2408
5403,IVEE,3,A,50.0,0,300,2016,8,2016-08-22,2409
1538,IVEE,8,A,60.0,0,300,2016,8,2016-08-22,2410
1537,IVEE,7,D,75.0,0,300,2016,8,2016-08-22,2411
1536,IVEE,7,D,70.0,1,300,2016,8,2016-08-22,2412
1516,IVEE,5,D,80.0,0,300,2016,8,2016-08-22,2413
1515,IVEE,5,D,78.0,0,300,2016,8,2016-08-22,2414
1514,IVEE,5,D,42.0,0,300,2016,8,2016-08-22,2415
1513,IVEE,5,C,105.0,0,300,2016,8,2016-08-22,2416
1512,IVEE,5,C,83.0,0,300,2016,8,2016-08-22,2417
1511,IVEE,5,C,68.0,0,300,2016,8,2016-08-22,2418
1517,IVEE,5,D,82.0,0,300,2016,8,2016-08-22,2419
1510,IVEE,5,C,63.0,0,300,2016,8,2016-08-22,2420
1458,IVEE,4,B,71.0,0,300,2016,8,2016-08-22,2421
1507,IVEE,5,C,48.0,0,300,2016,8,2016-08-22,2422
1506,IVEE,5,C,46.0,0,300,2016,8,2016-08-22,2423
1505,IVEE,5,C,38.0,0,300,2016,8,2016-08-22,2424
1504,IVEE,5,B,110.0,0,300,2016,8,2016-08-22,2425
1503,IVEE,5,B,105.0,0,300,2016,8,2016-08-22,2426
1509,IVEE,5,C,56.0,0,300,2016,8,2016-08-22,2427
1501,IVEE,5,B,96.0,0,300,2016,8,2016-08-22,2428
1518,IVEE,6,A,55.0,0,300,2016,8,2016-08-22,2429
1520,IVEE,6,A,85.0,0,300,2016,8,2016-08-22,2430
1535,IVEE,7,D,68.0,0,300,2016,8,2016-08-22,2431
1534,IVEE,7,D,60.0,0,300,2016,8,2016-08-22,2432
1533,IVEE,7,D,50.0,0,300,2016,8,2016-08-22,2433
1531,IVEE,7,B,,0,300,2016,8,2016-08-22,2434
1530,IVEE,7,A,85.0,0,300,2016,8,2016-08-22,2435
1529,IVEE,7,A,65.0,0,300,2016,8,2016-08-22,2436
1519,IVEE,6,A,62.0,0,300,2016,8,2016-08-22,2437
1528,IVEE,6,C,90.0,0,300,2016,8,2016-08-22,2438
1526,IVEE,6,C,78.0,0,300,2016,8,2016-08-22,2439
1525,IVEE,6,C,75.0,0,300,2016,8,2016-08-22,2440
1524,IVEE,6,C,70.0,1,300,2016,8,2016-08-22,2441
1523,IVEE,6,C,65.0,0,300,2016,8,2016-08-22,2442
1522,IVEE,6,C,63.0,0,300,2016,8,2016-08-22,2443
1521,IVEE,6,B,58.0,0,300,2016,8,2016-08-22,2444
1527,IVEE,6,C,85.0,0,300,2016,8,2016-08-22,2445
1457,IVEE,4,B,66.0,0,300,2016,8,2016-08-22,2446
1532,IVEE,7,C,,0,300,2016,8,2016-08-22,2447
1455,IVEE,4,A,,0,300,2016,8,2016-08-22,2448
1433,IVEE,3,A,45.0,0,300,2016,8,2016-08-22,2449
1434,IVEE,3,A,62.0,0,300,2016,8,2016-08-22,2450
1435,IVEE,3,A,82.0,0,300,2016,8,2016-08-22,2451
1436,IVEE,3,A,85.0,0,300,2016,8,2016-08-22,2452
1437,IVEE,3,A,90.0,0,300,2016,8,2016-08-22,2453
1438,IVEE,3,A,95.0,0,300,2016,8,2016-08-22,2454
1439,IVEE,3,A,115.0,0,300,2016,8,2016-08-22,2455
1440,IVEE,3,B,42.0,0,300,2016,8,2016-08-22,2456
1432,IVEE,2,D,75.0,0,300,2016,8,2016-08-22,2457
1441,IVEE,3,B,45.0,0,300,2016,8,2016-08-22,2458
1443,IVEE,3,B,60.0,0,300,2016,8,2016-08-22,2459
1444,IVEE,3,B,62.0,0,300,2016,8,2016-08-22,2460
1445,IVEE,3,B,66.0,0,300,2016,8,2016-08-22,2461
1446,IVEE,3,B,69.0,0,300,2016,8,2016-08-22,2462
1447,IVEE,3,B,75.0,0,300,2016,8,2016-08-22,2463
1448,IVEE,3,C,72.0,0,300,2016,8,2016-08-22,2464
1449,IVEE,3,C,78.0,0,300,2016,8,2016-08-22,2465
1450,IVEE,3,D,76.0,0,300,2016,8,2016-08-22,2466
1442,IVEE,3,B,55.0,0,300,2016,8,2016-08-22,2467
1431,IVEE,2,D,72.0,0,300,2016,8,2016-08-22,2468
1430,IVEE,2,D,65.0,1,300,2016,8,2016-08-22,2469
1456,IVEE,4,B,65.0,0,300,2016,8,2016-08-22,2470
8563,IVEE,6,A,60.0,0,300,2016,8,2016-08-22,2471
8758,IVEE,6,A,60.0,0,300,2016,8,2016-08-22,2472
7325,IVEE,6,B,60.0,0,300,2016,8,2016-08-22,2473
7324,IVEE,6,A,70.0,0,300,2016,8,2016-08-22,2474
7323,IVEE,5,A,69.0,0,300,2016,8,2016-08-22,2475
7322,IVEE,3,B,70.0,0,300,2016,8,2016-08-22,2476
7321,IVEE,3,B,65.0,0,300,2016,8,2016-08-22,2477
7320,IVEE,3,A,80.0,0,300,2016,8,2016-08-22,2478
7319,IVEE,3,A,70.0,0,300,2016,8,2016-08-22,2479
7318,IVEE,3,A,55.0,0,300,2016,8,2016-08-22,2480
8953,IVEE,6,A,60.0,0,300,2016,8,2016-08-22,2481
1421,IVEE,1,A,,0,300,2016,8,2016-08-22,2482
1422,IVEE,1,B,65.0,1,300,2016,8,2016-08-22,2483
1423,IVEE,1,B,70.0,1,300,2016,8,2016-08-22,2484
1424,IVEE,1,C,68.0,0,300,2016,8,2016-08-22,2485
1425,IVEE,1,D,64.0,0,300,2016,8,2016-08-22,2486
1426,IVEE,1,D,87.0,0,300,2016,8,2016-08-22,2487
1427,IVEE,2,A,70.0,0,300,2016,8,2016-08-22,2488
1428,IVEE,2,B,73.0,0,300,2016,8,2016-08-22,2489
1451,IVEE,3,D,77.0,0,300,2016,8,2016-08-22,2490
1452,IVEE,3,D,80.0,0,300,2016,8,2016-08-22,2491
1429,IVEE,2,C,70.0,0,300,2016,8,2016-08-22,2492
8368,IVEE,6,A,60.0,0,300,2016,8,2016-08-22,2493
7684,IVEE,6,B,60.0,0,300,2016,8,2016-08-22,2494
7683,IVEE,6,A,70.0,0,300,2016,8,2016-08-22,2495
7682,IVEE,5,A,69.0,0,300,2016,8,2016-08-22,2496
7681,IVEE,3,B,70.0,0,300,2016,8,2016-08-22,2497
7679,IVEE,3,A,80.0,0,300,2016,8,2016-08-22,2498
7678,IVEE,3,A,70.0,0,300,2016,8,2016-08-22,2499
7677,IVEE,3,A,55.0,0,300,2016,8,2016-08-22,2500
8036,IVEE,3,A,55.0,0,300,2016,8,2016-08-22,2501
7680,IVEE,3,B,65.0,0,300,2016,8,2016-08-22,2502
8038,IVEE,3,A,80.0,0,300,2016,8,2016-08-22,2503
8037,IVEE,3,A,70.0,0,300,2016,8,2016-08-22,2504
1453,IVEE,3,D,82.0,0,300,2016,8,2016-08-22,2505
8043,IVEE,6,B,60.0,0,300,2016,8,2016-08-22,2506
